"","RunsOut","YearsOut","GeomeanOut","GeomeanSDOut","MedianOut","MedianSDOut","Quantile5Out","Quantile50Out","Quantile95Out","Geomean5Quantile","Geomean50Quantile","Geomean95Quantile","ExtinctionOut","pHOSOut"
"1",1000,60,1094.4,978.2,1153.3,1014.2,89,1153.3,16439.5,41,784,13019,0.09,0.741787981341629
